"mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","speed_lim","ticket_amount"
30.4,4,75.7,62,4.93,18.52,1,1,4,2,1529,"car_type_19",75,971
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",75,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",75,1087
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,917
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",75,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",75,986
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,1074
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",75,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,794
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",75,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",75,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
24.4,4,146.7,76,3.69,20,1,0,4,2,3012,"car_type_8",75,1039
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",75,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",75,0
14.3,8,360,307,3.21,15.84,0,0,3,4,3353,"car_type_7",75,1109
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
21,6,160,137,3.9,17.02,0,1,4,4,2534,"car_type_2",75,0
32.4,4,78.7,77,4.08,19.47,1,1,4,1,2047,"car_type_18",75,0
30.4,4,75.7,59,4.93,18.52,1,1,4,2,1608,"car_type_19",75,877
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",75,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",75,935
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,807
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
22.8,4,140.8,109,3.92,22.9,1,0,4,2,2812,"car_type_9",75,888
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",75,0
13.3,8,350,306,3.73,15.41,0,0,3,4,3379,"car_type_24",75,1102
33.9,4,71.1,77,4.22,19.9,1,1,4,1,1657,"car_type_20",75,974
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,0
14.7,8,440,271,3.23,17.42,0,0,3,4,4481,"car_type_17",75,958
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
24.4,4,146.7,72,3.69,20,1,0,4,2,3145,"car_type_8",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",75,922
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",75,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",75,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",75,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",75,944
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",75,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,0
22.8,4,140.8,115,3.92,22.9,1,0,4,2,2826,"car_type_9",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",75,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,766
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
32.4,4,78.7,88,4.08,19.47,1,1,4,1,2032,"car_type_18",75,1252
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
22.8,4,108,118,3.85,18.61,1,1,4,1,1856,"car_type_3",75,1132
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",75,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",75,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",75,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",75,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",75,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",75,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,1019
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",75,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",75,0
32.4,4,78.7,79,4.08,19.47,1,1,4,1,1989,"car_type_18",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",75,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",75,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,0
26,4,120.3,110,4.43,16.7,0,1,5,2,1688,"car_type_27",75,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",75,0
15.8,8,351,315,4.22,14.5,0,1,5,4,2787,"car_type_29",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
21.5,4,120.1,128,3.7,20.01,1,0,3,1,2158,"car_type_21",75,1236
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",75,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,812
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,1152
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",75,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",75,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",75,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",75,1063
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,1057
15.5,8,318,194,2.76,16.87,0,0,3,2,3565,"car_type_22",75,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",75,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",75,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",75,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",75,0
16.4,8,275.8,204,3.07,17.4,0,0,3,3,3965,"car_type_12",75,865
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",75,999
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",75,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",75,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",75,0
15.2,8,275.8,208,3.07,18,0,0,3,3,3631,"car_type_14",75,0
22.8,4,140.8,111,3.92,22.9,1,0,4,2,2840,"car_type_9",75,934
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",75,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",75,0
17.8,6,167.6,151,3.92,18.9,1,0,4,4,3027,"car_type_11",75,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",75,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",75,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",75,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",75,0
15.2,8,304,173,3.15,17.3,0,0,3,2,3081,"car_type_23",75,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",75,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",75,956
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",75,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",75,0
30.4,4,95.1,130,3.77,16.9,1,1,5,2,1329,"car_type_28",75,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",75,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",75,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",75,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",75,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
15.2,8,275.8,224,3.07,18,0,0,3,3,3405,"car_type_14",75,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",75,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",75,0
30.4,4,75.7,62,4.93,18.52,1,1,4,2,1459,"car_type_19",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",75,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",75,0
21,6,160,125,3.9,17.02,0,1,4,4,2452,"car_type_2",75,868
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",75,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",75,0
