"mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","speed_lim","ticket_amount"
15.5,8,318,189,2.76,16.87,0,0,3,2,3374,"car_type_22",65,1126
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
15.5,8,318,171,2.76,16.87,0,0,3,2,2909,"car_type_22",65,886
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
18.7,8,360,205,3.15,17.02,0,0,3,2,3094,"car_type_5",65,0
22.8,4,108,109,3.85,18.61,1,1,4,1,2136,"car_type_3",65,951
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
10.4,8,460,255,3,17.82,0,0,3,4,4735,"car_type_16",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
15.2,8,304,180,3.15,17.3,0,0,3,2,3050,"car_type_23",65,997
27.3,4,79,76,4.08,18.9,1,1,4,1,1758,"car_type_26",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,976
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1011
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,989
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,0
33.9,4,71.1,73,4.22,19.9,1,1,4,1,1630,"car_type_20",65,858
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1135
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
21,6,160,134,3.9,17.02,0,1,4,4,2451,"car_type_2",65,1040
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",65,1006
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,1067
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1014
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,969
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
14.7,8,440,278,3.23,17.42,0,0,3,4,4781,"car_type_17",65,1019
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1146
27.3,4,79,74,4.08,18.9,1,1,4,1,1702,"car_type_26",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,871
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1099
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
27.3,4,79,74,4.08,18.9,1,1,4,1,1733,"car_type_26",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,1129
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
19.2,6,167.6,153,3.92,18.3,1,0,4,4,2784,"car_type_10",65,1082
15.5,8,318,189,2.76,16.87,0,0,3,2,2988,"car_type_22",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
24.4,4,146.7,74,3.69,20,1,0,4,2,3108,"car_type_8",65,977
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,863
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1105
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",65,981
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,930
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1003
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
21.4,4,121,129,4.11,18.6,1,1,4,2,2466,"car_type_32",65,962
30.4,4,75.7,66,4.93,18.52,1,1,4,2,1594,"car_type_19",65,1140
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
21.4,6,258,129,3.08,19.44,1,0,3,1,2935,"car_type_4",65,0
17.8,6,167.6,146,3.92,18.9,1,0,4,4,3128,"car_type_11",65,977
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,978
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,926
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,879
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
33.9,4,71.1,72,4.22,19.9,1,1,4,1,1558,"car_type_20",65,803
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
17.8,6,167.6,147,3.92,18.9,1,0,4,4,3283,"car_type_11",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
14.7,8,440,246,3.23,17.42,0,0,3,4,4464,"car_type_17",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
22.8,4,140.8,120,3.92,22.9,1,0,4,2,2776,"car_type_9",65,1125
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
30.4,4,75.7,63,4.93,18.52,1,1,4,2,1533,"car_type_19",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
19.2,8,400,211,3.08,17.05,0,0,3,2,3370,"car_type_25",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
19.7,6,145,215,3.62,15.5,0,1,5,6,2723,"car_type_30",65,1055
32.4,4,78.7,76,4.08,19.47,1,1,4,1,1901,"car_type_18",65,915
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,937
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,893
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1055
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,841
24.4,4,146.7,78,3.69,20,1,0,4,2,2899,"car_type_8",65,1108
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,0
18.1,6,225,123,2.76,20.22,1,0,3,1,3421,"car_type_6",65,938
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,999
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
19.2,8,400,214,3.08,17.05,0,0,3,2,3374,"car_type_25",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,1071
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
